<<<<<<< HEAD
0-0.50,41.082,25.643,16.986,2.435,5.504,4.144,4.205,00.51-1.50,8.816,43.222,17.925,10.979,11.8,3.408,2.26,1.591.51-2.00,3.698,20.065,27.308,24.236,16.755,5.334,1.587,1.0172.01-2.50,2.361,10.019,17.484,27.411,30.868,8.607,2.343,0.9082.51-3.00,2.608,5.908,7.455,19.71,40.28,14.286,6.831,2.9243.01-3.30,2.098,1.617,2.448,9.529,33.066,28.237,20.661,2.3443.31-3.70,2.445,1.867,2.9,7.16,17.882,18.514,42.422,6.813.71-4.0+,1.623,2.017,1.977,4.188,9.501,8.501,27.024,45.169400-640,5.832,18.654,11.489,27.058,19.629,8.694,6.729,1.915641-800,5.679,15.439,14.268,18.958,27.268,8.272,8.458,1.657801-960,2.471,8.6,10.612,20.448,28.886,13.801,11.569,3.614961-1080,2.898,6.17,7.044,12.299,28.4,17.093,20.266,5.8291081-1200,0.954,3.382,5.533,8.92,26.902,17.266,26.367,10.6751201-1360,0.731,2.713,3.007,6.81,17.706,15.41,32.748,20.8751361-1440,0,7.303,1.094,3.129,9.43,14.463,36.185,28.3961441+,0.564,0,0.452,3.581,18.549,8.011,36.522,32.321$0-$7000,4.095,9.427,9.5,13.828,24.551,12.631,15.715,10.254$7001-$14000,1.574,6.733,7.167,14.938,24.166,13.969,20.922,10.532$14001-$21000,0.815,3.154,7.486,15.564,22.311,15.467,21.687,13.515$21001-$28000,0.851,4.83,4.857,12.362,24.618,20.61,18.79,13.081$28001-$35000,0,8.134,3.875,9.556,26.086,15.261,27.439,9.649$35001+,0,0,2.233,6.941,18.564,16.786,48.684,6.792VOID,0,0,0,0,0,0,0,0VOID,0,0,0,0,0,0,0,0$1-$7000,6.076,11.251,9.925,14.471,23.292,10.364,13.318,11.302$7001-$14000,2.801,8.782,9.812,14.442,25.659,12.916,16.452,9.136$14001-$21000,1.894,6.563,7.156,14.971,23.943,15.136,18.585,11.752$21001-$28000,0.948,4.068,5.899,14.174,24.204,16.334,21.937,12.436$28001-$35000,0.074,5.3,2.995,9.113,24.553,18.537,28.327,11.102$35001-$42000,0.157,0.505,2.562,4.848,20.625,20.343,36.997,13.962$42001+,0,0.0001,1.803,3.838,16.323,25.724,41.682,10.63VOID,0,0,0,0,0,0,0,0$0-$5000,5.361,8.822,11.47,16.245,29.603,7.688,18.66,2.151$5001-$15000,5.425,14.794,8.765,16.165,22.368,13.48,11.724,7.279$15001-$35000,4.012,11.487,11.551,19.927,22.483,11.68,12.576,6.283$35001-$50000,3.254,8.571,9.518,13.251,26.491,13.708,18.926,6.28$50001-$75000,2.051,7.785,8.098,14.607,29.338,14.504,16.458,7.161$75001-$90000,2.195,5.318,6.34,18.933,23.989,14.278,21.065,7.882$90001-$150000,1.315,4.603,7.578,10.802,29.137,14.915,22.092,9.557$150001+,3.883,6.882,7.243,9.901,24.233,14.86,22.864,10.136
=======
0-0.50,41.082,25.643,16.986,2.435,5.504,4.144,4.205,0
0.51-1.50,8.816,43.222,17.925,10.979,11.8,3.408,2.26,1.59
1.51-2.00,3.698,20.065,27.308,24.236,16.755,5.334,1.587,1.017
2.01-2.50,2.361,10.019,17.484,27.411,30.868,8.607,2.343,0.908
2.51-3.00,2.608,5.908,7.455,19.71,40.28,14.286,6.831,2.924
3.01-3.30,2.098,1.617,2.448,9.529,33.066,28.237,20.661,2.344
3.31-3.70,2.445,1.867,2.9,7.16,17.882,18.514,42.422,6.81
3.71-4.0+,1.623,2.017,1.977,4.188,9.501,8.501,27.024,45.169
400-640,5.832,18.654,11.489,27.058,19.629,8.694,6.729,1.915
641-800,5.679,15.439,14.268,18.958,27.268,8.272,8.458,1.657
801-960,2.471,8.6,10.612,20.448,28.886,13.801,11.569,3.614
961-1080,2.898,6.17,7.044,12.299,28.4,17.093,20.266,5.829
1081-1200,0.954,3.382,5.533,8.92,26.902,17.266,26.367,10.675
1201-1360,0.731,2.713,3.007,6.81,17.706,15.41,32.748,20.875
1361-1440,0,7.303,1.094,3.129,9.43,14.463,36.185,28.396
1441+,0.564,0,0.452,3.581,18.549,8.011,36.522,32.321
$0-$7000,4.095,9.427,9.5,13.828,24.551,12.631,15.715,10.254
$7001-$14000,1.574,6.733,7.167,14.938,24.166,13.969,20.922,10.532
$14001-$21000,0.815,3.154,7.486,15.564,22.311,15.467,21.687,13.515
$21001-$28000,0.851,4.83,4.857,12.362,24.618,20.61,18.79,13.081
$28001-$35000,0,8.134,3.875,9.556,26.086,15.261,27.439,9.649
$35001+,0,0.0000001,2.233,6.941,18.564,16.786,48.684,6.792
VOID,0,0,0,0,0,0,0,0
VOID,0,0,0,0,0,0,0,0
$1-$7000,6.076,11.251,9.925,14.471,23.292,10.364,13.318,11.302
$7001-$14000,2.801,8.782,9.812,14.442,25.659,12.916,16.452,9.136
$14001-$21000,1.894,6.563,7.156,14.971,23.943,15.136,18.585,11.752
$21001-$28000,0.948,4.068,5.899,14.174,24.204,16.334,21.937,12.436
$28001-$35000,0.074,5.3,2.995,9.113,24.553,18.537,28.327,11.102
$35001-$42000,0.157,0.505,2.562,4.848,20.625,20.343,36.997,13.962
$42001+,0,0.0001,1.803,3.838,16.323,25.724,41.682,10.63
VOID,0,0,0,0,0,0,0,0
$0-$5000,5.361,8.822,11.47,16.245,29.603,7.688,18.66,2.151
$5001-$15000,5.425,14.794,8.765,16.165,22.368,13.48,11.724,7.279
$15001-$35000,4.012,11.487,11.551,19.927,22.483,11.68,12.576,6.283
$35001-$50000,3.254,8.571,9.518,13.251,26.491,13.708,18.926,6.28
$50001-$75000,2.051,7.785,8.098,14.607,29.338,14.504,16.458,7.161
$75001-$90000,2.195,5.318,6.34,18.933,23.989,14.278,21.065,7.882
$90001-$150000,1.315,4.603,7.578,10.802,29.137,14.915,22.092,9.557
